trial,value,state,model.beta,model.threshold,trainer.etrace_decay,trainer.gamma,trainer.lr
0,0.24692685925015365,COMPLETE,0.9137451119974369,0.6560186404424365,0.9658500101408589,0.685595153449124,0.00031489116479568613
1,0.2095497848801475,COMPLETE,0.9142118522312097,1.2080725777960455,0.5284609699624178,0.7929409166199481,4.207053950287933e-05
2,0.14804855562384758,PRUNED,0.8403444310288725,0.6818249672071006,0.9752558275593772,0.7659541126403374,1.2087541473056957e-05
3,0.22906422864167178,COMPLETE,0.882069553542002,0.7912291401980419,0.6490786990501735,0.5198051453057903,5.415244119402538e-05
4,0.2329440688383528,COMPLETE,0.8696087502258014,0.9560699842170359,0.5683519917195005,0.3337157188281745,0.0028016351587162596
